data,ultima_atualizacao,municipio,codigo,mesorregiao,microrregiao,confirmadosAcumulados,mortesAcumuladas
2020-05-31,False,Itatuba,2507200,AGRESTE PARAIBANO,ITABAIANA,47,1
2020-05-31,False,Jacaraú,2507309,MATA PARAIBANA,LITORAL NORTE,7,0
2020-05-31,False,Jericó,2507408,SERTAO PARAIBANO,CATOLE DO ROCHA,2,0
2020-05-31,False,João Pessoa,2507507,MATA PARAIBANA,JOAO PESSOA,3959,125
2020-05-31,False,Joca Claudino,2513653,SERTAO PARAIBANO,CAJAZEIRAS,1,0
2020-05-31,False,Juarez Távora,2507606,AGRESTE PARAIBANO,ITABAIANA,22,0
2020-05-31,False,Juazeirinho,2507705,BORBOREMA,SERIDO ORIENTAL PARAIBANO,51,0
2020-05-31,False,Junco do Seridó,2507804,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,9,1
2020-05-31,False,Juripiranga,2507903,MATA PARAIBANA,SAPE,87,1
2020-05-31,False,Juru,2508000,SERTAO PARAIBANO,SERRA DO TEIXEIRA,4,0
2020-05-31,False,Lagoa,2508109,SERTAO PARAIBANO,CATOLE DO ROCHA,3,0
2020-05-31,False,Lagoa de Dentro,2508208,AGRESTE PARAIBANO,GUARABIRA,7,0
2020-05-31,False,Lagoa Seca,2508307,AGRESTE PARAIBANO,CAMPINA GRANDE,75,2
2020-05-31,False,Lastro,2508406,SERTAO PARAIBANO,SOUSA,1,0
2020-05-31,False,Livramento,2508505,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-31,False,Logradouro,2508554,AGRESTE PARAIBANO,GUARABIRA,11,0
2020-05-31,False,Lucena,2508604,MATA PARAIBANA,JOAO PESSOA,54,1
2020-05-31,False,Mãe d'Água,2508703,SERTAO PARAIBANO,PATOS,2,0
2020-05-31,False,Malta,2508802,SERTAO PARAIBANO,SOUSA,11,0
2020-05-31,False,Mamanguape,2508901,MATA PARAIBANA,LITORAL NORTE,161,2
2020-05-31,False,Manaíra,2509008,SERTAO PARAIBANO,SERRA DO TEIXEIRA,2,0
2020-05-31,False,Marcação,2509057,MATA PARAIBANA,LITORAL NORTE,7,0
2020-05-31,False,Mari,2509107,MATA PARAIBANA,SAPE,105,3
2020-05-31,False,Marizópolis,2509156,SERTAO PARAIBANO,SOUSA,3,1
2020-05-31,False,Massaranduba,2509206,AGRESTE PARAIBANO,CAMPINA GRANDE,22,0
2020-05-31,False,Mataraca,2509305,MATA PARAIBANA,LITORAL NORTE,24,0
2020-05-31,False,Matinhas,2509339,AGRESTE PARAIBANO,BREJO PARAIBANO,14,0
2020-05-31,False,Mato Grosso,2509370,SERTAO PARAIBANO,CATOLE DO ROCHA,3,0
2020-05-31,False,Maturéia,2509396,SERTAO PARAIBANO,SERRA DO TEIXEIRA,10,0
2020-05-31,False,Mogeiro,2509404,AGRESTE PARAIBANO,ITABAIANA,4,1
2020-05-31,False,Montadas,2509503,AGRESTE PARAIBANO,ESPERANCA,6,0
2020-05-31,False,Monte Horebe,2509602,SERTAO PARAIBANO,CAJAZEIRAS,0,0
2020-05-31,False,Monteiro,2509701,BORBOREMA,CARIRI OCIDENTAL,22,0
2020-05-31,False,Mulungu,2509800,AGRESTE PARAIBANO,GUARABIRA,16,0
2020-05-31,False,Natuba,2509909,AGRESTE PARAIBANO,UMBUZEIRO,7,0
2020-05-31,False,Nazarezinho,2510006,SERTAO PARAIBANO,SOUSA,0,0
2020-05-31,False,Nova Floresta,2510105,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,1,0
2020-05-31,False,Nova Olinda,2510204,SERTAO PARAIBANO,PIANCO,2,0
2020-05-31,False,Nova Palmeira,2510303,BORBOREMA,SERIDO ORIENTAL PARAIBANO,3,0
2020-05-31,False,Olho d'Água,2510402,SERTAO PARAIBANO,PIANCO,13,0
2020-05-31,False,Olivedos,2510501,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,2,0
2020-05-31,False,Ouro Velho,2510600,BORBOREMA,CARIRI OCIDENTAL,1,0
2020-05-31,False,Parari,2510659,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-31,False,Passagem,2510709,SERTAO PARAIBANO,PATOS,6,0
2020-05-31,False,Patos,2510808,SERTAO PARAIBANO,PATOS,565,22
2020-05-31,False,Paulista,2510907,SERTAO PARAIBANO,SOUSA,17,0
2020-05-31,False,Pedra Branca,2511004,SERTAO PARAIBANO,ITAPORANGA,0,0
2020-05-31,False,Pedra Lavrada,2511103,BORBOREMA,SERIDO ORIENTAL PARAIBANO,0,0
2020-05-31,False,Pedras de Fogo,2511202,MATA PARAIBANA,LITORAL SUL,245,4
2020-05-31,False,Pedro Régis,2512721,MATA PARAIBANA,LITORAL NORTE,1,0
2020-05-31,False,Piancó,2511301,SERTAO PARAIBANO,PIANCO,15,2
2020-05-31,False,Picuí,2511400,BORBOREMA,SERIDO ORIENTAL PARAIBANO,10,0
2020-05-31,False,Pilar,2511509,MATA PARAIBANA,SAPE,38,0
2020-05-31,False,Pilões,2511608,AGRESTE PARAIBANO,BREJO PARAIBANO,10,0
2020-05-31,False,Pilõezinhos,2511707,AGRESTE PARAIBANO,GUARABIRA,51,0
2020-05-31,False,Pirpirituba,2511806,AGRESTE PARAIBANO,GUARABIRA,20,0
2020-05-31,False,Pitimbu,2511905,MATA PARAIBANA,LITORAL SUL,68,3
2020-05-31,False,Pocinhos,2512002,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,7,0
2020-05-31,False,Poço Dantas,2512036,SERTAO PARAIBANO,CAJAZEIRAS,0,0
2020-05-31,False,Poço de José de Moura,2512077,SERTAO PARAIBANO,CAJAZEIRAS,0,0
2020-05-31,False,Pombal,2512101,SERTAO PARAIBANO,SOUSA,60,0
2020-05-31,False,Prata,2512200,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-31,False,Princesa Isabel,2512309,SERTAO PARAIBANO,SERRA DO TEIXEIRA,8,0
2020-05-31,False,Puxinanã,2512408,AGRESTE PARAIBANO,CAMPINA GRANDE,29,0
2020-05-31,False,Queimadas,2512507,AGRESTE PARAIBANO,CAMPINA GRANDE,95,0
2020-05-31,False,Quixabá,2512606,SERTAO PARAIBANO,PATOS,4,0
2020-05-31,False,Remígio,2512705,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,42,2
2020-05-31,False,Riachão,2512747,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,0,0
2020-05-31,False,Riachão do Bacamarte,2512754,AGRESTE PARAIBANO,ITABAIANA,78,0
2020-05-31,False,Riachão do Poço,2512762,MATA PARAIBANA,SAPE,1,1
2020-05-31,False,Riacho de Santo Antônio,2512788,BORBOREMA,CARIRI ORIENTAL,3,0
2020-05-31,False,Riacho dos Cavalos,2512804,SERTAO PARAIBANO,CATOLE DO ROCHA,2,0
2020-05-31,False,Rio Tinto,2512903,MATA PARAIBANA,LITORAL NORTE,56,1
2020-05-31,False,Salgadinho,2513000,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,5,0
2020-05-31,False,Salgado de São Félix,2513109,AGRESTE PARAIBANO,ITABAIANA,25,0
2020-05-31,False,Santa Cecília,2513158,AGRESTE PARAIBANO,UMBUZEIRO,3,0
2020-05-31,False,Santa Cruz,2513208,SERTAO PARAIBANO,SOUSA,0,0
2020-05-31,False,Santa Helena,2513307,SERTAO PARAIBANO,CAJAZEIRAS,1,0
2020-05-31,False,Santa Inês,2513356,SERTAO PARAIBANO,ITAPORANGA,1,0
2020-05-31,False,Santa Luzia,2513406,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,47,2
2020-05-31,False,Santa Rita,2513703,MATA PARAIBANA,JOAO PESSOA,583,62
2020-05-31,False,Santa Teresinha,2513802,SERTAO PARAIBANO,PATOS,13,0
2020-05-31,False,Santana de Mangueira,2513505,SERTAO PARAIBANO,ITAPORANGA,0,0
2020-05-31,False,Santana dos Garrotes,2513604,SERTAO PARAIBANO,PIANCO,1,0
2020-05-31,False,Santo André,2513851,BORBOREMA,CARIRI ORIENTAL,0,0
2020-05-31,False,São Bentinho,2513927,SERTAO PARAIBANO,SOUSA,9,0
2020-05-31,False,São Bento,2513901,SERTAO PARAIBANO,CATOLE DO ROCHA,122,4
2020-05-31,False,São Domingos de Pombal,2513968,SERTAO PARAIBANO,SOUSA,0,0
2020-05-31,False,São Domingos do Cariri,2513943,BORBOREMA,CARIRI ORIENTAL,0,0
2020-05-31,False,São Francisco,2513984,SERTAO PARAIBANO,SOUSA,2,0
2020-05-31,False,São João do Cariri,2514008,BORBOREMA,CARIRI ORIENTAL,1,0
2020-05-31,False,São João do Rio do Peixe,2500700,SERTAO PARAIBANO,CAJAZEIRAS,11,0
2020-05-31,False,São João do Tigre,2514107,BORBOREMA,CARIRI OCIDENTAL,1,0
2020-05-31,False,São José da Lagoa Tapada,2514206,SERTAO PARAIBANO,SOUSA,13,0
2020-05-31,False,São José de Caiana,2514305,SERTAO PARAIBANO,ITAPORANGA,10,0
2020-05-31,False,São José de Espinharas,2514404,SERTAO PARAIBANO,PATOS,3,0
2020-05-31,False,São José de Piranhas,2514503,SERTAO PARAIBANO,CAJAZEIRAS,5,1
2020-05-31,False,São José de Princesa,2514552,SERTAO PARAIBANO,SERRA DO TEIXEIRA,0,0
2020-05-31,False,São José do Bonfim,2514602,SERTAO PARAIBANO,PATOS,11,0
2020-05-31,False,São José do Brejo do Cruz,2514651,SERTAO PARAIBANO,CATOLE DO ROCHA,0,0
2020-05-31,False,São José do Sabugi,2514701,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,61,0
2020-05-31,False,São José dos Cordeiros,2514800,BORBOREMA,CARIRI OCIDENTAL,3,0
2020-05-31,False,São José dos Ramos,2514453,MATA PARAIBANA,SAPE,10,0
2020-05-31,False,São Mamede,2514909,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,13,0
2020-05-31,False,São Miguel de Taipu,2515005,MATA PARAIBANA,SAPE,23,1
2020-05-31,False,São Sebastião de Lagoa de Roça,2515104,AGRESTE PARAIBANO,ESPERANCA,4,2
2020-05-31,False,São Sebastião do Umbuzeiro,2515203,BORBOREMA,CARIRI OCIDENTAL,1,0
2020-05-31,False,São Vicente do Seridó,2515401,BORBOREMA,SERIDO ORIENTAL PARAIBANO,12,0
2020-05-31,False,Sapé,2515302,MATA PARAIBANA,SAPE,201,5
2020-05-31,False,Serra Branca,2515500,BORBOREMA,CARIRI OCIDENTAL,2,0
2020-05-31,False,Serra da Raiz,2515609,AGRESTE PARAIBANO,GUARABIRA,10,0
2020-05-31,False,Serra Grande,2515708,SERTAO PARAIBANO,ITAPORANGA,1,0
2020-05-31,False,Serra Redonda,2515807,AGRESTE PARAIBANO,CAMPINA GRANDE,36,0
2020-05-31,False,Serraria,2515906,AGRESTE PARAIBANO,BREJO PARAIBANO,11,2
2020-05-31,False,Sertãozinho,2515930,AGRESTE PARAIBANO,GUARABIRA,14,0
2020-05-31,False,Sobrado,2515971,MATA PARAIBANA,SAPE,21,1
2020-05-31,False,Solânea,2516003,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,64,0
2020-05-31,False,Soledade,2516102,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,9,0
2020-05-31,False,Sossêgo,2516151,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,0,0
2020-05-31,False,Sousa,2516201,SERTAO PARAIBANO,SOUSA,186,1
2020-05-31,False,Sumé,2516300,BORBOREMA,CARIRI OCIDENTAL,20,0
2020-05-31,False,Tacima,2516409,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,17,1
2020-05-31,False,Taperoá,2516508,BORBOREMA,CARIRI OCIDENTAL,33,1
2020-05-31,False,Tavares,2516607,SERTAO PARAIBANO,SERRA DO TEIXEIRA,6,0
2020-05-31,False,Teixeira,2516706,SERTAO PARAIBANO,SERRA DO TEIXEIRA,17,0
2020-05-31,False,Tenório,2516755,BORBOREMA,SERIDO ORIENTAL PARAIBANO,1,0
2020-05-31,False,Triunfo,2516805,SERTAO PARAIBANO,CAJAZEIRAS,0,0
2020-05-31,False,Uiraúna,2516904,SERTAO PARAIBANO,CAJAZEIRAS,4,1
2020-05-31,False,Umbuzeiro,2517001,AGRESTE PARAIBANO,UMBUZEIRO,16,1
2020-05-31,False,Várzea,2517100,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,1,0
2020-05-31,False,Vieirópolis,2517209,SERTAO PARAIBANO,SOUSA,2,0
2020-05-31,False,Vista Serrana,2505501,SERTAO PARAIBANO,SOUSA,1,0
2020-05-31,False,Zabelê,2517407,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-30,False,Água Branca,2500106,SERTAO PARAIBANO,SERRA DO TEIXEIRA,2,0
2020-05-30,False,Aguiar,2500205,SERTAO PARAIBANO,PIANCO,1,0
2020-05-30,False,Alagoa Grande,2500304,AGRESTE PARAIBANO,BREJO PARAIBANO,76,1
2020-05-30,False,Alagoa Nova,2500403,AGRESTE PARAIBANO,BREJO PARAIBANO,32,1
2020-05-30,False,Alagoinha,2500502,AGRESTE PARAIBANO,GUARABIRA,103,0
2020-05-30,False,Alcantil,2500536,BORBOREMA,CARIRI ORIENTAL,1,0
2020-05-30,False,Algodão de Jandaíra,2500577,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,0,0
2020-05-30,False,Alhandra,2500601,MATA PARAIBANA,LITORAL SUL,135,4
2020-05-30,False,Amparo,2500734,BORBOREMA,CARIRI OCIDENTAL,12,0
2020-05-30,False,Aparecida,2500775,SERTAO PARAIBANO,SOUSA,6,0
2020-05-30,False,Araçagi,2500809,AGRESTE PARAIBANO,GUARABIRA,27,0
2020-05-30,False,Arara,2500908,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,13,0
2020-05-30,False,Araruna,2501005,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,2,0
2020-05-30,False,Areia,2501104,AGRESTE PARAIBANO,BREJO PARAIBANO,54,1
2020-05-30,False,Areia de Baraúnas,2501153,SERTAO PARAIBANO,PATOS,1,0
2020-05-30,False,Areial,2501203,AGRESTE PARAIBANO,ESPERANCA,9,0
2020-05-30,False,Aroeiras,2501302,AGRESTE PARAIBANO,UMBUZEIRO,23,0
2020-05-30,False,Assunção,2501351,BORBOREMA,CARIRI OCIDENTAL,6,0
2020-05-30,False,Baía da Traição,2501401,MATA PARAIBANA,LITORAL NORTE,44,1
2020-05-30,False,Bananeiras,2501500,AGRESTE PARAIBANO,BREJO PARAIBANO,22,0
2020-05-30,False,Baraúna,2501534,BORBOREMA,SERIDO ORIENTAL PARAIBANO,11,0
2020-05-30,False,Barra de Santana,2501575,BORBOREMA,CARIRI ORIENTAL,15,0
2020-05-30,False,Barra de Santa Rosa,2501609,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,5,0
2020-05-30,False,Barra de São Miguel,2501708,BORBOREMA,CARIRI ORIENTAL,2,1
2020-05-30,False,Bayeux,2501807,MATA PARAIBANA,JOAO PESSOA,304,19
2020-05-30,False,Belém,2501906,AGRESTE PARAIBANO,GUARABIRA,34,0
2020-05-30,False,Belém do Brejo do Cruz,2502003,SERTAO PARAIBANO,CATOLE DO ROCHA,1,0
2020-05-30,False,Bernardino Batista,2502052,SERTAO PARAIBANO,CAJAZEIRAS,0,0
2020-05-30,False,Boa Ventura,2502102,SERTAO PARAIBANO,ITAPORANGA,1,0
2020-05-30,False,Boa Vista,2502151,AGRESTE PARAIBANO,CAMPINA GRANDE,29,0
2020-05-30,False,Bom Jesus,2502201,SERTAO PARAIBANO,CAJAZEIRAS,1,0
2020-05-30,False,Bom Sucesso,2502300,SERTAO PARAIBANO,CATOLE DO ROCHA,0,0
2020-05-30,False,Bonito de Santa Fé,2502409,SERTAO PARAIBANO,CAJAZEIRAS,1,0
2020-05-30,False,Boqueirão,2502508,BORBOREMA,CARIRI ORIENTAL,17,1
2020-05-30,False,Borborema,2502706,AGRESTE PARAIBANO,BREJO PARAIBANO,1,0
2020-05-30,False,Brejo do Cruz,2502805,SERTAO PARAIBANO,CATOLE DO ROCHA,4,1
2020-05-30,False,Brejo dos Santos,2502904,SERTAO PARAIBANO,CATOLE DO ROCHA,0,0
2020-05-30,False,Caaporã,2503001,MATA PARAIBANA,LITORAL SUL,337,4
2020-05-30,False,Cabaceiras,2503100,BORBOREMA,CARIRI ORIENTAL,1,0
2020-05-30,False,Cabedelo,2503209,MATA PARAIBANA,JOAO PESSOA,731,8
2020-05-30,False,Cachoeira dos Índios,2503308,SERTAO PARAIBANO,CAJAZEIRAS,6,1
2020-05-30,False,Cacimba de Areia,2503407,SERTAO PARAIBANO,PATOS,1,0
2020-05-30,False,Cacimba de Dentro,2503506,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,24,0
2020-05-30,False,Cacimbas,2503555,SERTAO PARAIBANO,SERRA DO TEIXEIRA,2,0
2020-05-30,False,Caiçara,2503605,AGRESTE PARAIBANO,GUARABIRA,23,1
2020-05-30,False,Cajazeiras,2503704,SERTAO PARAIBANO,CAJAZEIRAS,86,5
2020-05-30,False,Cajazeirinhas,2503753,SERTAO PARAIBANO,SOUSA,1,0
2020-05-30,False,Caldas Brandão,2503803,AGRESTE PARAIBANO,ITABAIANA,15,0
2020-05-30,False,Camalaú,2503902,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-30,False,Campina Grande,2504009,AGRESTE PARAIBANO,CAMPINA GRANDE,1483,15
2020-05-30,False,Capim,2504033,MATA PARAIBANA,LITORAL NORTE,38,1
2020-05-30,False,Caraúbas,2504074,BORBOREMA,CARIRI ORIENTAL,0,0
2020-05-30,False,Carrapateira,2504108,SERTAO PARAIBANO,CAJAZEIRAS,1,0
2020-05-30,False,Casserengue,2504157,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,8,0
2020-05-30,False,Catingueira,2504207,SERTAO PARAIBANO,PIANCO,4,0
2020-05-30,False,Catolé do Rocha,2504306,SERTAO PARAIBANO,CATOLE DO ROCHA,40,2
2020-05-30,False,Caturité,2504355,BORBOREMA,CARIRI ORIENTAL,11,0
2020-05-30,False,Conceição,2504405,SERTAO PARAIBANO,ITAPORANGA,3,0
2020-05-30,False,Condado,2504504,SERTAO PARAIBANO,SOUSA,38,0
2020-05-30,False,Conde,2504603,MATA PARAIBANA,JOAO PESSOA,95,2
2020-05-30,False,Congo,2504702,BORBOREMA,CARIRI OCIDENTAL,11,1
2020-05-30,False,Coremas,2504801,SERTAO PARAIBANO,PIANCO,15,0
2020-05-30,False,Coxixola,2504850,BORBOREMA,CARIRI OCIDENTAL,4,0
2020-05-30,False,Cruz do Espírito Santo,2504900,MATA PARAIBANA,SAPE,100,6
2020-05-30,False,Cubati,2505006,BORBOREMA,SERIDO ORIENTAL PARAIBANO,1,0
2020-05-30,False,Cuité,2505105,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,10,0
2020-05-30,False,Cuité de Mamanguape,2505238,MATA PARAIBANA,LITORAL NORTE,5,0
2020-05-30,False,Cuitegi,2505204,AGRESTE PARAIBANO,GUARABIRA,44,1
2020-05-30,False,Curral de Cima,2505279,MATA PARAIBANA,LITORAL NORTE,10,0
2020-05-30,False,Curral Velho,2505303,SERTAO PARAIBANO,ITAPORANGA,0,0
2020-05-30,False,Damião,2505352,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,1,0
2020-05-30,False,Desterro,2505402,SERTAO PARAIBANO,SERRA DO TEIXEIRA,6,0
2020-05-30,False,Diamante,2505600,SERTAO PARAIBANO,ITAPORANGA,0,0
2020-05-30,False,Dona Inês,2505709,AGRESTE PARAIBANO,CURIMATAU ORIENTAL,2,0
2020-05-30,False,Duas Estradas,2505808,AGRESTE PARAIBANO,GUARABIRA,17,0
2020-05-30,False,Emas,2505907,SERTAO PARAIBANO,PIANCO,1,0
2020-05-30,False,Esperança,2506004,AGRESTE PARAIBANO,ESPERANCA,55,0
2020-05-30,False,Fagundes,2506103,AGRESTE PARAIBANO,CAMPINA GRANDE,7,0
2020-05-30,False,Frei Martinho,2506202,BORBOREMA,SERIDO ORIENTAL PARAIBANO,0,0
2020-05-30,False,Gado Bravo,2506251,AGRESTE PARAIBANO,UMBUZEIRO,23,1
2020-05-30,False,Guarabira,2506301,AGRESTE PARAIBANO,GUARABIRA,557,3
2020-05-30,False,Gurinhém,2506400,AGRESTE PARAIBANO,ITABAIANA,31,0
2020-05-30,False,Gurjão,2506509,BORBOREMA,CARIRI ORIENTAL,10,1
2020-05-30,False,Ibiara,2506608,SERTAO PARAIBANO,ITAPORANGA,4,0
2020-05-30,False,Igaracy,2502607,SERTAO PARAIBANO,PIANCO,2,0
2020-05-30,False,Imaculada,2506707,SERTAO PARAIBANO,SERRA DO TEIXEIRA,9,0
2020-05-30,False,Ingá,2506806,AGRESTE PARAIBANO,ITABAIANA,58,0
2020-05-30,False,Itabaiana,2506905,AGRESTE PARAIBANO,ITABAIANA,182,2
2020-05-30,False,Itaporanga,2507002,SERTAO PARAIBANO,ITAPORANGA,3,1
2020-05-30,False,Itapororoca,2507101,MATA PARAIBANA,LITORAL NORTE,30,1
2020-05-30,False,Itatuba,2507200,AGRESTE PARAIBANO,ITABAIANA,47,1
2020-05-30,False,Jacaraú,2507309,MATA PARAIBANA,LITORAL NORTE,7,0
2020-05-30,False,Jericó,2507408,SERTAO PARAIBANO,CATOLE DO ROCHA,2,0
2020-05-30,False,João Pessoa,2507507,MATA PARAIBANA,JOAO PESSOA,3902,121
2020-05-30,False,Joca Claudino,2513653,SERTAO PARAIBANO,CAJAZEIRAS,1,0
2020-05-30,False,Juarez Távora,2507606,AGRESTE PARAIBANO,ITABAIANA,22,0
2020-05-30,False,Juazeirinho,2507705,BORBOREMA,SERIDO ORIENTAL PARAIBANO,51,0
2020-05-30,False,Junco do Seridó,2507804,BORBOREMA,SERIDO OCIDENTAL PARAIBANO,9,1
2020-05-30,False,Juripiranga,2507903,MATA PARAIBANA,SAPE,86,1
2020-05-30,False,Juru,2508000,SERTAO PARAIBANO,SERRA DO TEIXEIRA,4,0
2020-05-30,False,Lagoa,2508109,SERTAO PARAIBANO,CATOLE DO ROCHA,3,0
2020-05-30,False,Lagoa de Dentro,2508208,AGRESTE PARAIBANO,GUARABIRA,7,0
2020-05-30,False,Lagoa Seca,2508307,AGRESTE PARAIBANO,CAMPINA GRANDE,74,2
2020-05-30,False,Lastro,2508406,SERTAO PARAIBANO,SOUSA,1,0
2020-05-30,False,Livramento,2508505,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-30,False,Logradouro,2508554,AGRESTE PARAIBANO,GUARABIRA,11,0
2020-05-30,False,Lucena,2508604,MATA PARAIBANA,JOAO PESSOA,54,1
2020-05-30,False,Mãe d'Água,2508703,SERTAO PARAIBANO,PATOS,2,0
2020-05-30,False,Malta,2508802,SERTAO PARAIBANO,SOUSA,11,0
2020-05-30,False,Mamanguape,2508901,MATA PARAIBANA,LITORAL NORTE,145,2
2020-05-30,False,Manaíra,2509008,SERTAO PARAIBANO,SERRA DO TEIXEIRA,2,0
2020-05-30,False,Marcação,2509057,MATA PARAIBANA,LITORAL NORTE,7,0
2020-05-30,False,Mari,2509107,MATA PARAIBANA,SAPE,106,3
2020-05-30,False,Marizópolis,2509156,SERTAO PARAIBANO,SOUSA,3,1
2020-05-30,False,Massaranduba,2509206,AGRESTE PARAIBANO,CAMPINA GRANDE,22,0
2020-05-30,False,Mataraca,2509305,MATA PARAIBANA,LITORAL NORTE,24,0
2020-05-30,False,Matinhas,2509339,AGRESTE PARAIBANO,BREJO PARAIBANO,14,0
2020-05-30,False,Mato Grosso,2509370,SERTAO PARAIBANO,CATOLE DO ROCHA,3,0
2020-05-30,False,Maturéia,2509396,SERTAO PARAIBANO,SERRA DO TEIXEIRA,10,0
2020-05-30,False,Mogeiro,2509404,AGRESTE PARAIBANO,ITABAIANA,4,1
2020-05-30,False,Montadas,2509503,AGRESTE PARAIBANO,ESPERANCA,6,0
2020-05-30,False,Monte Horebe,2509602,SERTAO PARAIBANO,CAJAZEIRAS,0,0
2020-05-30,False,Monteiro,2509701,BORBOREMA,CARIRI OCIDENTAL,22,0
2020-05-30,False,Mulungu,2509800,AGRESTE PARAIBANO,GUARABIRA,16,0
2020-05-30,False,Natuba,2509909,AGRESTE PARAIBANO,UMBUZEIRO,7,0
2020-05-30,False,Nazarezinho,2510006,SERTAO PARAIBANO,SOUSA,0,0
2020-05-30,False,Nova Floresta,2510105,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,1,0
2020-05-30,False,Nova Olinda,2510204,SERTAO PARAIBANO,PIANCO,2,0
2020-05-30,False,Nova Palmeira,2510303,BORBOREMA,SERIDO ORIENTAL PARAIBANO,2,0
2020-05-30,False,Olho d'Água,2510402,SERTAO PARAIBANO,PIANCO,9,0
2020-05-30,False,Olivedos,2510501,AGRESTE PARAIBANO,CURIMATAU OCIDENTAL,2,0
2020-05-30,False,Ouro Velho,2510600,BORBOREMA,CARIRI OCIDENTAL,1,0
2020-05-30,False,Parari,2510659,BORBOREMA,CARIRI OCIDENTAL,0,0
2020-05-30,False,Passagem,2510709,SERTAO PARAIBANO,PATOS,4,0
2020-05-30,False,Patos,2510808,SERTAO PARAIBANO,PATOS,555,22
